Map	Speaker	Dialogue
Debug_Event9_Page1	General Forten	Is there a problem?
Debug_Event9_Page1	Soldier	Sorry Sir!
Debug_Event9_Page1	Soldier	We'll have the road cleared, momentarily!
Debug_Event9_Page1	Soldier	Hold it!
Debug_Event9_Page2	Icarus	Here we go.
Debug_Event9_Page2	Ganymede	Let's hope this works.
Debug_Event9_Page2	General Forten	What's the meaning of this?
Debug_Event9_Page2	Soldier	Sir!
Debug_Event9_Page2	Soldier	Please stay inside the carriage!
Debug_Event9_Page2	General Forten	Nonsense!
Debug_Event9_Page2	General Forten	Why did we stop?
Debug_Event9_Page2	Soldier	There's a cart blocking the road, sir.
Debug_Event9_Page2	General Forten	Then move it!
Debug_Event9_Page2	Soldier	Working on it, sir!
Debug_Event9_Page2	Icarus	Come on...
Debug_Event9_Page2	Icarus	What's he waiting for?
Debug_Event9_Page2	Ganymede	He'll do it, don't worry.
Debug_Event9_Page2	General Forten	Is there a problem?
Debug_Event9_Page2	Soldier	Sorry Sir!
Debug_Event9_Page2	Soldier	We'll have the road cleared, momentarily!
Debug_Event9_Page2	Soldier	Hold it!
Debug_Event11_Page1	Guardsman	What the fuck?
Debug_Event11_Page1	Guardsman	Did you hear that?
Debug_Event11_Page1	Guardsman	\nr<Guardsman>Yeah.
Debug_Event11_Page1	Guardsman	\nr<Guardsman>I'll go and check it out.
Debug_Event11_Page1	Guardsman	Yo!
Debug_Event11_Page1	Guardsman	Everything alright over there?
Debug_Event11_Page1	Guardsman	Kenny?
Debug_Event11_Page1	Militia	Hold it!
Debug_Event22_Page1	Preston	What do you want?
Debug_Event22_Page1	Preston	Sorry, but I'm not for sale.
Debug_Event22_Page1	Preston	You've grown up.
Debug_Event22_Page1	Preston	I'm proud.
Debug_Event22_Page1	Preston	And you.
Debug_Event22_Page1	Preston	Aww...
Debug_Event22_Page1	Preston	Alright.
Debug_Event22_Page1	Preston	Have at you.
Debug_Event25_Page1	Preston	\fbT\fbest
Debug_Event25_Page1	Guardsman	Did you hear that?
Debug_Event25_Page1	A\C[0]\fbtlas	Yep.
Debug_Event25_Page3	Atlas	You guys clear on everything?
Debug_Event27_Page1	Atlas	Test Yes Test No
Debug_Event27_Page1	Girl	W-what?
Debug_Event27_Page1	Girl	W-where am I?
Debug_Event27_Page1	Girl	I can't see.
Debug_Event27_Page1	Girl	Oh god...
Debug_Event27_Page1	Girl	Hey!!
Debug_Event27_Page1	Girl	Someone!
Debug_Event27_Page1	Girl	Get me out!
Debug_Event27_Page1	Girl	Someone help me...
Debug_Event27_Page1	Girl	PLEASE!!!
Debug_Event27_Page2	Girl	W-what?
Debug_Event27_Page2	Girl	W-where am I?
Debug_Event27_Page2	Girl	Oh god...
Debug_Event27_Page2	Girl	Hey!!
Debug_Event27_Page2	Girl	Someone there?!
Debug_Event27_Page2	Girl	Get me out!
Debug_Event27_Page2	Girl	Help me...
Debug_Event27_Page2	Girl	PLEASE!!!
Debug_Event27_Page3	Daphne	Watch me.
Debug_Event28_Page1	Gregory Lorentz	Áron.
Debug_Event28_Page1	Atlas	Gregory.
Debug_Event28_Page1	Gregory Lorentz	I'm glad you made it.
Debug_Event28_Page1	Atlas	Right.
Debug_Event28_Page1	Atlas	Where's Eury?
Debug_Event28_Page1	Gregory Lorentz	Should be here, any moment, now.
Debug_Event28_Page1	Gregory Lorentz	What about Daphne?
Debug_Event28_Page1	Atlas	She's hard to predict.
Debug_Event28_Page1	Atlas	But I think we got her cornered.
Debug_Event28_Page1	Gregory Lorentz	And the other one?
Debug_Event28_Page1	Atlas	Ganymede, you mean?
Debug_Event28_Page1	Gregory Lorentz	Yeah.
Debug_Event28_Page1	Atlas	I told him what he needed to hear.
Debug_Event28_Page1	Atlas	But everything beyond that...
Debug_Event28_Page1	Atlas	Your guess is better than mine.
Debug_Event28_Page1	Gregory Lorentz	Hm.
Debug_Event28_Page1	Gregory Lorentz	You know I haven't seen him in years.
Debug_Event28_Page1	Atlas	Yeah...
Debug_Event28_Page1	Atlas	But some people never change.
Debug_Event28_Page3	???	...
Debug_Event28_Page3	???	I see.
Debug_Event28_Page3	???	We need a keep a close watch on him, in any case.
Debug_Event28_Page3	???	Seeing as their methods tend to be rather unorthodox at times...
Debug_Event28_Page3	???	This might just be another elaborate deception.
Debug_Event28_Page3	???	Enter.
Debug_Event28_Page4	Secretary	Sorry to interrupt.
Debug_Event28_Page4	Secretary	Mr. Franklin is here to see you.
Debug_Event28_Page4	???	I see.
Debug_Event28_Page4	???	I'll be with him in a minute.
Debug_Event28_Page4	???	Could you prepare him a cup of tea in mean-
Debug_Event28_Page4	???	time?
Debug_Event28_Page4	Secretary	Right away, sir.
Debug_Event28_Page5	???	Thank you for your report.
Debug_Event28_Page5	???	Keep me appraised on any furher movements.
Debug_Event28_Page5	Adjutant	Understood, Sir!
Debug_Event28_Page5	???	Oh, one more thing.
Debug_Event28_Page5	???	Give my regards to Jerry, will you?
Debug_Event28_Page5	???	He's to keep an eye on that woman at all times, no matter what.
Debug_Event28_Page5	???	If my guess is right, she'll lead us straight to them.
Debug_Event28_Page5	Adjutant	Acknowledged, sir!
Debug_Event28_Page6	???	Good to see you again, Klaus.
Debug_Event28_Page6	Klaus	Likewise, friend.
Debug_Event28_Page6	Klaus	How have you been?
Debug_Event28_Page6	Hector	As well as the circumstances allow, I guess.
Debug_Event28_Page6	Klaus	You're not enjoying your new position?
Debug_Event28_Page6	Hector	Don't get me wrong...
Debug_Event28_Page6	Hector	It's major step up, for sure.
Debug_Event28_Page6	Hector	But I wonder whether it isn't too much, too soon.
Debug_Event28_Page6	Hector	I'm not sure if it's a bit early.
Debug_Event28_Page6	Klaus	Don't worry too much about it.
Debug_Event28_Page6	Klaus	We all have to start somewhere.
Debug_Event28_Page6	Hector	Can't argue with that.
Debug_Event28_Page6	Hector	Anyways, you wanted to see me?
Debug_Event28_Page6	Klaus	Indeed.
Debug_Event28_Page6	Klaus	There's something I think you should know.
Debug_Event28_Page6	Hector	Go ahead.
Debug_Event28_Page6	Klaus	Have you heard of the body the police found this morning?
Debug_Event28_Page6	Hector	Yeah.
Debug_Event28_Page6	Hector	It's a tragedy.
Debug_Event28_Page6	Klaus	The Guard tried to identify the corpse.
Debug_Event28_Page6	Klaus	And they found some papers on it.
Debug_Event28_Page6	Klaus	Apparently, the body belongs to a man named Rupert Sternlein.
Debug_Event28_Page6	Hector	Is that so?
Debug_Event28_Page6	Hector	Has the cause of death been announced?
Debug_Event28_Page6	Klaus	Not yet.
Debug_Event28_Page6	Klaus	But there are rumors.
Debug_Event28_Page6	Hector	Such as?
Debug_Event28_Page6	Klaus	Some people in the guard say that he died from internal bleeding.
Debug_Event28_Page6	Klaus	Caused by a wound from a small blade.
Debug_Event28_Page6	Klaus	Apart from that, the body is supposedly in good shape.
Debug_Event28_Page6	Hector	I see.
Debug_Event28_Page6	Klaus	There's more, though.
Debug_Event28_Page6	Klaus	Right after they identified the body, the Guard had sent someone to his place in order to break the news to his wife and two children.
Debug_Event28_Page6	Klaus	Curiously enough, when the guardsmen arrived, no one was at home.
Debug_Event28_Page6	Hector	Did they search his place, yet?
Debug_Event28_Page6	Klaus	Nope.
Debug_Event28_Page6	Klaus	There's some red tape they have to go through, first.
Debug_Event28_Page6	Hector	Unlike them to care for such things...
Debug_Event28_Page6	Klaus	It is curious, I agree...
Debug_Event28_Page6	Klaus	But I would assume the recent incidents has left the Guard spread incredibly thin.
Debug_Event28_Page6	Klaus	Even more so when it comes to people the mayor trusts.
Debug_Event28_Page6	Hector	Right...
Debug_Event28_Page6	Hector	Have we heard from our man, yet?
Debug_Event28_Page6	Klaus	He's off duty, at the moment.
Debug_Event28_Page6	Klaus	Poor guy spent the last eighteen hours chasing after Ionians and their entourage.
Debug_Event28_Page6	Hector	Was he able to confirm the identity of the one they caught yesterday?
Debug_Event28_Page6	Klaus	Yeah, it's one of them, no doubt.
Debug_Event28_Page6	Klaus	I gotta say, though...
Debug_Event28_Page6	Klaus	That was some uncanny foresight you showed there.
Debug_Event28_Page6	Hector	Wasn't much of feat, to be honest.
Debug_Event28_Page6	Hector	Hyperion is a dangerous man, but he's also grown somewhat predictable lately.
Debug_Event28_Page6	Hector	Besides, we knew they'd hit the place sooner or later.
Debug_Event28_Page6	Hector	Even though I wouldn't have expected them to try and activate the asset that soon.
Debug_Event28_Page6	Klaus	Looks like their negotiations with the mayor didn't go as planned.
Debug_Event28_Page6	Hector	It seems that way, yeah.
Debug_Event28_Page6	Hector	The man they held in custody...
Debug_Event28_Page6	Hector	Did they get anything valuable out of him?
Debug_Event28_Page6	Klaus	Not from what I know.
Debug_Event28_Page6	Klaus	But Tanner took it upon himself to conduct the inter-
Debug_Event28_Page6	Klaus	view.
Debug_Event28_Page6	Hector	Interesting...
Debug_Event28_Page6	Hector	Did they follow him?
Debug_Event28_Page6	Klaus	Yeah.
Debug_Event28_Page6	Klaus	He met a woman in Anderson Park.
Debug_Event28_Page6	Klaus	Together, they went to a house in Rondham.
Debug_Event28_Page6	Klaus	A bunch of guardsmen sweeped the place, a few hours ago.
Debug_Event28_Page6	Klaus	But from what I heard, they cleaned the place pretty thoroughly.
Debug_Event28_Page6	Hector	What about the operatives?
Debug_Event28_Page6	Klaus	No trace of them.
Debug_Event28_Page6	Hector	I figured as much...
Debug_Event28_Page6	Klaus	Why's that?
Debug_Event28_Page6	Hector	There's a hidden exit, leading into the sewers.
Debug_Event28_Page6	Klaus	I see!
Debug_Event28_Page6	Klaus	You want me to leak this to the Guard?
Debug_Event28_Page6	Hector	Not yet.
Debug_Event28_Page6	Hector	I want to verify something first.
Debug_Event28_Page7	Gregor Lorentz	How's the situation?
Debug_Event28_Page7	Tillian	Well...
Debug_Event28_Page7	Tillian	There's a couple of wounded, five people dead, at least.
Debug_Event28_Page7	Tillian	At least as far as the Guard is concerned.
Debug_Event28_Page7	Gregor Lorentz	Anybody know who fired the first shot?
Debug_Event28_Page7	Tillian	There's a lot of rumors.
Debug_Event28_Page7	Tillian	But most of them heard a pistol being discharged from a window in the second floor.
Debug_Event28_Page7	Gregor Lorentz	Hm.
Debug_Event28_Page7	Tillian	As bad as it sounds, though...
Debug_Event28_Page7	Tillian	We probably got lucky, there.
Debug_Event28_Page7	Tillian	If it weren't for the shootout...
Debug_Event28_Page7	Tillian	We might've actually lost the entire city, right there.
Debug_Event28_Page7	Gregor Lorentz	Maybe, yeah.
Debug_Event28_Page7	Gregor Lorentz	But then again, we haven't won yet, either.
Debug_Event28_Page7	Gregor Lorentz	How many men do they in Rondham?
Debug_Event28_Page7	Tillian	Doubt it's any more than thirty of fourty.
Debug_Event28_Page7	Gregor Lorentz	These are mostly militia from Nestville, right?
Debug_Event28_Page7	Tillian	Yup.
Debug_Event28_Page7	Tillian	Though most of them are former Guardsmen.
Debug_Event28_Page7	Tillian	And Heinrich trained them very well.
Debug_Event28_Page7	Gregor Lorentz	What about Tanner?
Debug_Event28_Page7	Tillian	Only suffered a few minor injuries.
Debug_Event28_Page7	Gregor Lorentz	Can he walk?
Debug_Event28_Page7	Tillian	I don't know.
Debug_Event28_Page7	Tillian	Want me to check up on him?
Debug_Event28_Page7	Gregor Lorentz	If you don't mind.
Debug_Event28_Page7	Tillian	Alright, will do!
Debug_Event28_Page7	Gregor Lorentz	Thank you.
Debug_Event28_Page9	Daphne	What the hell?
Debug_Event28_Page9	Daphne	Tillian?!
Debug_Event28_Page9	Tillian	Took you long enough.
Debug_Event28_Page9	Tillian	Did you have another sightseeing trip or what?
Debug_Event28_Page9	Daphne	I knew there was something off about you.
Debug_Event28_Page9	Daphne	You little shit.
Debug_Event28_Page9	Hector	Please.
Debug_Event28_Page9	Hector	There is no need for this.
Debug_Event28_Page9	Daphne	And you...
Debug_Event28_Page9	Daphne	Cerberus.
Debug_Event28_Page9	Daphne	You're working for them full-time now?
Debug_Event28_Page9	Cerberus	Sometimes a man has to follow his own heart.
Debug_Event28_Page9	Cerberus	But I haven't called you all the way here just to reminisce.
Debug_Event28_Page9	Cerberus	Your associate.
Debug_Event28_Page9	Cerberus	I think Ganymede was his name?
Debug_Event28_Page9	Cerberus	He's on his way back to Ionia?
Debug_Event28_Page9	Daphne	You set him up, didn't you?
Debug_Event28_Page9	Cerberus	I contributed to it.
Debug_Event28_Page9	Cerberus	A lot of people were involved in order to make it happen.
Debug_Event28_Page9	Daphne	What are you implying?
Debug_Event28_Page9	Cerberus	Atlas?
Debug_Event28_Page9	Daphne	What?
Debug_Event28_Page9	Atlas	It's true.
Debug_Event28_Page9	Daphne	You've gotta be kidding me.
Debug_Event28_Page9	Atlas	I'm sorry, Daphne.
Debug_Event28_Page9	Atlas	I wish I could tell you that I had no choice.
Debug_Event28_Page9	Atlas	But this time, I did.
Debug_Event28_Page9	Atlas	And as much as I regret it...
Debug_Event28_Page9	Atlas	I would do it again.
Debug_Event28_Page9	Daphne	You sold him out.
Debug_Event28_Page9	Atlas	I did.
Debug_Event28_Page9	Daphne	But why?
Debug_Event28_Page9	Atlas	Because he was in the way.
Debug_Event28_Page9	Daphne	Of what?
Debug_Event28_Page9	Atlas	Do you know a man named Crius?
Debug_Event28_Page9	Daphne	The undersecretary?
Debug_Event28_Page9	Atlas	He ordered Ganymede to watch us.
Debug_Event28_Page9	Atlas	Both of us, that is.
Debug_Event28_Page9	Daphne	To what purpose?
Debug_Event28_Page9	Atlas	Because he's aiming to become secretary.
Debug_Event28_Page9	Daphne	By taking down Hyperion?
Debug_Event28_Page9	Atlas	Precisely.
Debug_Event28_Page9	Atlas	It's important to him that this operation is unsuccesful.
Debug_Event28_Page9	Daphne	All of this just to move up a chair?
Debug_Event28_Page9	Atlas	Just like us.
Debug_Event28_Page9	Atlas	Hyperion has made a lot of enemies lately.
Debug_Event28_Page9	Daphne	And you?
Debug_Event28_Page9	Atlas	I'm one them, yeah.
Debug_Event28_Page9	Daphne	So why not work with Crius?
Debug_Event28_Page9	Atlas	We did, for a time.
Debug_Event28_Page9	Atlas	But recently, our goals diverged.
Debug_Event28_Page9	Atlas	I didn't do all of this just to play politics.
Debug_Event28_Page9	Atlas	Crius wants a promotion.
Debug_Event28_Page9	Atlas	Whereas I intend to tear the entire structure down.
Debug_Event28_Page11	Tillian	Took you long enough.
Debug_Event28_Page11	Atlas	And you were faster than I had expected.
Debug_Event28_Page11	Atlas	I assume you found out about it, then?
Debug_Event28_Page11	Tillian	To be fair...
Debug_Event28_Page11	Tillian	It wasn't that hard to put the pieces together.
Debug_Event28_Page11	Atlas	How long have you been investigating him?
Debug_Event28_Page11	Tillian	Pretty much from the moment he defected to us.
Debug_Event28_Page11	Atlas	Figures...
Debug_Event28_Page11	Atlas	And you've been tracking me, as well?
Debug_Event28_Page11	Tillian	...
Debug_Event28_Page11	Atlas	I see.
Debug_Event28_Page11	Atlas	What about Eurydice?
Debug_Event28_Page11	Tillian	I don't think I have to tell you that.
Debug_Event28_Page11	Tillian	If I am to guess, she'll come walking through that door within the next minutes, as well.
Debug_Event28_Page11	Tillian	From the moment he defected to us.
Debug_Event28_Page11	Atlas	Figures...
Debug_Event28_Page11	Tillian	I'm not sure how you pulled that one of.
Debug_Event28_Page11	Tillian	But I'm quite honestly impressed.
Debug_Event28_Page11	Atlas	You've been busy.
Debug_Event28_Page11	Tillian	And you.
Debug_Event28_Page11	Tillian	So...
Debug_Event28_Page11	Tillian	What's it gonna be?
Debug_Event28_Page11	Tillian	I kill you, you kill me?
Debug_Event28_Page11	Atlas	Pretty confident of you.
Debug_Event28_Page11	Tillian	Hm...
Debug_Event28_Page11	Tillian	I guess you want to talk, beforehand?
Debug_Event28_Page11	Atlas	About a couple of things, yeah.
Debug_Event28_Page11	Tillian	Well, I'm not really a fan of getting interviewed.
Debug_Event28_Page11	Atlas	Then let me do the talking.
Debug_Event28_Page11	Tillian	Oh?
Debug_Event28_Page11	Tillian	Go ahead then.
Debug_Event28_Page11	Tillian	See if those tricks of yours work on me.
Debug_Event28_Page11	Atlas	I'm not here to pressure you into something.
Debug_Event28_Page11	Tillian	Yes, yes.
Debug_Event28_Page11	Tillian	We've all heard that line more times than any of us can stomach.
Debug_Event28_Page11	Tillian	Just get to the point, please.
Debug_Event28_Page11	Atlas	Alright.
Debug_Event28_Page11	Atlas	I think you're well aware of the things my people have done.
Debug_Event28_Page11	Tillian	Standing right next to the result of one of your recent ventures, I can attest to that.
Debug_Event28_Page11	Atlas	I want your help in tearing it down.
Debug_Event28_Page11	Tillian	What exactly?
Debug_Event28_Page11	Atlas	Amryn.
Debug_Event28_Page11	Atlas	Trachi.
Debug_Event28_Page11	Atlas	Ionia.
Debug_Event28_Page11	Atlas	They all need to go.
Debug_Event28_Page11	Tillian	I'm afraid I don't follow.
Debug_Event28_Page11	Atlas	You know I've done horrible, unspeakable things.
Debug_Event28_Page11	Atlas	Not that I'm super exceptional.
Debug_Event28_Page11	Atlas	In some wicked sense, I just happen to be really good at something that is terribly wrong.
Debug_Event28_Page11	Atlas	But I'd rather have a world in which I'm useless.
Debug_Event28_Page11	Atlas	Than thrive in one that incorporates so much human-made misery.
Debug_Event28_Page11	Tillian	Terribly touching.
Debug_Event28_Page11	Tillian	But I'm afraid I don't really buy it.
Debug_Event28_Page11	Atlas	These are Eury's words.
